id,cliente_id,data,valor,moeda
520001,49,2025-05-18,3215.06,BRL
520002,32,2025-05-11,1571.36,USD
520003,26,2025-05-19,2940.75,USD
520004,16,2025-05-22,1904.59,USD
520005,99,2025-04-28,3158.68,EUR
520006,54,2025-05-19,1764.4,BRL
520007,13,2025-04-23,4536.16,BRL
520008,18,2025-04-23,941.33,USD
520009,16,2025-05-16,1299.12,USD
520010,72,2025-04-27,3685.79,EUR
520011,29,2025-05-04,735.04,BRL
520012,35,2025-05-09,1627.45,USD
520013,83,2025-04-23,1799.89,EUR
520014,79,2025-05-10,910.18,BRL
520015,7,2025-05-02,2994.63,EUR
520016,37,2025-04-26,1307.76,USD
520017,94,2025-04-24,4337.0,USD
520018,23,2025-05-23,478.17,USD
520019,91,2025-05-08,304.95,EUR
520020,33,2025-05-08,4103.18,EUR
520021,45,2025-05-14,257.67,USD
520022,65,2025-05-22,2919.26,USD
520023,18,2025-04-30,3126.6,USD
520024,16,2025-05-23,174.38,BRL
520025,3,2025-05-11,1108.44,USD
520026,50,2025-04-29,4880.65,USD
520027,0,2025-05-16,331.47,USD
520028,99,2025-04-29,353.64,EUR
520029,24,2025-05-15,3635.36,BRL
520030,0,2025-05-08,670.43,BRL
520031,93,2025-04-27,1113.82,BRL
520032,38,2025-05-01,4671.73,USD
520033,4,2025-05-17,3551.84,BRL
520034,96,2025-05-12,4508.38,BRL
520035,94,2025-05-23,1059.38,EUR
520036,56,2025-05-04,772.89,BRL
520037,35,2025-05-21,2325.66,EUR
520038,49,2025-05-03,2805.77,USD
520039,32,2025-05-05,3328.54,USD
520040,96,2025-05-17,1729.68,USD
520041,80,2025-05-08,3878.22,BRL
520042,67,2025-05-22,3002.52,EUR
520043,20,2025-05-19,1915.73,EUR
520044,94,2025-05-10,4023.53,EUR
520045,48,2025-05-16,4509.62,EUR
520046,16,2025-05-05,207.4,USD
520047,17,2025-05-07,3091.61,USD
520048,2,2025-05-03,4727.53,USD
520049,55,2025-05-14,3644.29,EUR
520050,81,2025-04-29,1876.16,EUR
520051,92,2025-05-06,1332.88,USD
520052,6,2025-05-16,3056.19,USD
520053,86,2025-05-05,3218.78,BRL
520054,96,2025-04-27,3390.15,BRL
520055,83,2025-05-22,1895.25,BRL
520056,78,2025-05-06,776.75,EUR
520057,50,2025-05-05,2255.44,USD
520058,26,2025-05-21,3015.9,USD
520059,59,2025-05-06,1167.22,EUR
520060,87,2025-05-09,3493.42,EUR
520061,7,2025-05-11,3866.99,USD
520062,23,2025-05-16,2888.6,USD
520063,17,2025-05-23,904.47,USD
520064,76,2025-05-03,4045.51,EUR
520065,13,2025-05-07,3824.96,EUR
520066,9,2025-05-17,2872.49,BRL
520067,17,2025-05-10,2718.64,USD
520068,24,2025-05-16,3139.12,EUR
520069,89,2025-05-12,1203.88,EUR
520070,30,2025-05-16,2105.52,BRL
520071,17,2025-05-04,4811.63,USD
520072,79,2025-05-06,1324.03,BRL
520073,12,2025-05-21,156.58,BRL
520074,40,2025-04-24,1347.7,BRL
520075,6,2025-04-29,2540.86,USD
520076,86,2025-05-16,984.54,BRL
520077,59,2025-05-17,4773.89,EUR
520078,75,2025-05-09,877.75,BRL
520079,2,2025-05-23,4164.73,EUR
520080,31,2025-04-29,3276.99,BRL
520081,73,2025-05-18,762.17,EUR
520082,8,2025-04-27,463.59,USD
520083,50,2025-05-15,2452.42,BRL
520084,51,2025-05-09,3934.13,USD
520085,82,2025-05-04,1020.51,BRL
520086,66,2025-05-13,44.76,USD
520087,14,2025-05-14,575.95,USD
520088,45,2025-05-19,4942.57,EUR
520089,43,2025-04-24,1867.63,USD
520090,75,2025-05-05,1749.46,EUR
520091,84,2025-04-27,1182.32,BRL
520092,30,2025-05-18,2853.45,EUR
520093,90,2025-05-17,1691.43,BRL
520094,7,2025-05-01,602.53,BRL
520095,43,2025-04-23,4124.05,EUR
520096,38,2025-05-15,4387.77,BRL
520097,68,2025-05-10,614.0,EUR
520098,38,2025-04-23,2964.07,EUR
520099,98,2025-05-22,536.49,EUR
520100,57,2025-05-01,2086.84,USD
520101,27,2025-05-13,2682.43,EUR
520102,95,2025-05-06,1903.6,EUR
520103,52,2025-04-25,3852.92,EUR
520104,61,2025-04-23,2722.12,BRL
520105,10,2025-05-19,2478.07,BRL
520106,23,2025-05-21,1962.38,BRL
520107,51,2025-05-20,1429.49,EUR
520108,0,2025-05-11,4976.81,EUR
520109,20,2025-05-22,3166.49,EUR
520110,25,2025-05-13,3117.21,EUR
520111,39,2025-05-12,4754.07,USD
520112,12,2025-04-25,2105.01,EUR
520113,63,2025-04-23,521.58,USD
520114,64,2025-05-07,3495.62,USD
520115,47,2025-04-24,1808.35,BRL
520116,20,2025-05-07,3820.12,BRL
520117,97,2025-05-08,1296.15,USD
520118,9,2025-04-28,517.71,EUR
520119,81,2025-05-08,4480.19,EUR
520120,23,2025-05-06,2684.81,USD
520121,89,2025-05-18,2540.66,BRL
520122,28,2025-05-03,3514.94,BRL
520123,81,2025-04-24,3627.44,USD
520124,20,2025-05-18,4167.99,EUR
520125,59,2025-05-17,39.47,USD
520126,63,2025-04-28,3198.35,EUR
520127,64,2025-04-26,3626.6,EUR
520128,40,2025-05-11,4488.38,EUR
520129,82,2025-05-10,3854.41,EUR
520130,61,2025-05-20,554.49,BRL
520131,25,2025-04-26,411.66,EUR
520132,67,2025-04-27,518.17,USD
520133,4,2025-04-25,2386.36,BRL
520134,10,2025-05-02,1621.54,BRL
520135,35,2025-05-15,738.15,USD
520136,70,2025-05-12,2589.76,BRL
520137,74,2025-05-17,4779.79,EUR
520138,42,2025-05-04,201.78,BRL
520139,93,2025-05-05,655.11,BRL
520140,63,2025-05-12,4556.27,BRL
520141,16,2025-05-05,1284.07,EUR
520142,36,2025-04-27,356.91,USD
520143,12,2025-04-27,3437.43,BRL
520144,67,2025-05-06,1099.63,USD
520145,47,2025-04-25,2176.01,USD
520146,15,2025-05-22,2496.84,EUR
520147,56,2025-05-02,3916.24,EUR
520148,29,2025-04-26,4133.25,BRL
520149,50,2025-05-23,3608.76,USD
520150,54,2025-05-19,2122.66,BRL
520151,14,2025-04-26,4898.21,EUR
520152,52,2025-04-26,2582.14,USD
520153,34,2025-05-13,2491.36,BRL
520154,41,2025-05-14,2920.86,BRL
520155,6,2025-04-26,2760.36,USD
520156,81,2025-05-06,4471.63,USD
520157,6,2025-05-04,2042.37,USD
520158,60,2025-04-27,365.99,EUR
520159,87,2025-05-02,1217.35,EUR
520160,20,2025-04-27,4000.21,USD
520161,98,2025-05-01,1392.92,BRL
520162,54,2025-04-25,260.11,BRL
520163,38,2025-04-24,3423.71,EUR
520164,13,2025-05-20,1497.64,EUR
520165,19,2025-04-26,2570.93,EUR
520166,64,2025-05-11,2674.87,USD
520167,91,2025-05-02,2800.24,USD
520168,47,2025-05-10,4829.96,EUR
520169,99,2025-05-15,3946.0,BRL
520170,91,2025-05-01,3514.17,USD
520171,77,2025-04-29,1174.82,EUR
520172,82,2025-05-20,90.03,BRL
520173,95,2025-05-13,452.65,EUR
520174,43,2025-05-01,190.03,USD
520175,36,2025-04-25,4582.24,EUR
520176,46,2025-05-08,1566.91,EUR
520177,44,2025-05-13,4820.75,USD
520178,68,2025-04-28,4598.04,EUR
520179,91,2025-05-06,2053.29,BRL
520180,47,2025-05-23,4530.09,EUR
520181,83,2025-04-27,1803.96,BRL
520182,24,2025-05-17,2896.25,EUR
520183,51,2025-04-25,119.38,BRL
520184,36,2025-05-15,4928.26,EUR
520185,76,2025-05-16,3193.02,USD
520186,63,2025-05-03,690.87,BRL
520187,74,2025-04-27,1538.0,EUR
520188,90,2025-05-02,4761.12,EUR
520189,67,2025-05-04,3447.93,USD
520190,11,2025-04-30,2350.02,EUR
520191,83,2025-05-06,990.26,EUR
520192,71,2025-04-23,3089.62,BRL
520193,28,2025-04-28,553.17,EUR
520194,22,2025-05-16,1177.97,BRL
520195,50,2025-05-18,473.11,EUR
520196,40,2025-05-14,1019.07,USD
520197,29,2025-05-18,2560.21,USD
520198,63,2025-04-29,620.6,BRL
520199,16,2025-05-22,1590.26,USD
520200,36,2025-05-17,1402.4,EUR
520201,25,2025-05-01,3020.03,BRL
520202,96,2025-05-20,3531.16,BRL
520203,35,2025-05-02,4938.79,USD
520204,22,2025-04-27,1109.75,EUR
520205,79,2025-04-23,2940.88,EUR
520206,35,2025-05-11,1300.37,EUR
520207,7,2025-05-14,4952.11,USD
520208,61,2025-05-10,925.52,EUR
520209,21,2025-04-24,1204.79,BRL
520210,1,2025-05-16,576.84,BRL
520211,49,2025-05-03,403.56,USD
520212,50,2025-05-10,65.55,BRL
520213,26,2025-05-03,778.54,BRL
520214,50,2025-05-15,3053.76,EUR
520215,67,2025-04-23,3557.63,EUR
520216,83,2025-05-07,2774.46,USD
520217,50,2025-05-02,4425.68,USD
520218,67,2025-05-09,1089.1,EUR
520219,70,2025-05-01,1374.77,USD
520220,80,2025-04-23,1416.64,USD
520221,88,2025-05-17,1691.71,USD
520222,49,2025-04-29,2821.36,BRL
520223,79,2025-05-17,3136.04,USD
520224,80,2025-05-08,3062.45,BRL
520225,62,2025-05-13,1936.72,BRL
520226,30,2025-04-24,2228.98,EUR
520227,27,2025-05-07,2666.52,BRL
520228,86,2025-05-10,3838.33,EUR
520229,0,2025-05-11,2388.7,BRL
520230,69,2025-04-26,1957.84,BRL
520231,78,2025-04-28,2390.34,EUR
520232,72,2025-04-24,3345.21,USD
520233,85,2025-05-07,2217.27,USD
520234,77,2025-05-14,3370.22,BRL
520235,66,2025-04-27,361.8,USD
520236,66,2025-04-24,3608.37,USD
520237,10,2025-05-22,4094.29,BRL
520238,29,2025-05-21,1755.23,BRL
520239,25,2025-05-10,2923.78,BRL
520240,13,2025-05-02,4143.05,USD
520241,62,2025-05-09,2253.02,BRL
520242,71,2025-05-18,2838.31,BRL
520243,28,2025-04-28,208.82,EUR
520244,57,2025-05-18,599.37,BRL
520245,24,2025-05-04,2273.8,USD
520246,28,2025-05-05,269.09,BRL
520247,34,2025-05-07,1152.73,BRL
520248,61,2025-05-08,1979.31,USD
520249,80,2025-05-01,1242.73,EUR
520250,16,2025-05-02,3706.12,EUR
520251,32,2025-04-28,2442.02,BRL
520252,93,2025-05-13,1559.14,BRL
520253,82,2025-04-27,325.6,BRL
520254,72,2025-04-24,2729.8,BRL
520255,40,2025-05-16,1486.1,USD
520256,53,2025-05-14,1363.98,USD
520257,37,2025-05-16,3456.79,USD
520258,0,2025-05-23,815.29,BRL
520259,59,2025-05-15,2782.49,BRL
520260,72,2025-05-01,4945.2,BRL
520261,2,2025-05-09,4529.87,EUR
520262,97,2025-05-16,3339.24,EUR
520263,12,2025-05-07,4931.7,BRL
520264,11,2025-05-08,1550.05,BRL
520265,68,2025-04-27,4692.38,BRL
520266,84,2025-04-30,2669.33,EUR
520267,19,2025-05-06,34.74,BRL
520268,17,2025-05-22,109.36,BRL
520269,65,2025-05-02,3132.19,USD
520270,5,2025-05-20,61.06,BRL
520271,50,2025-05-21,763.01,USD
520272,20,2025-05-11,2882.89,USD
520273,82,2025-05-13,2906.08,EUR
520274,73,2025-04-25,2972.32,EUR
520275,3,2025-05-17,4477.72,EUR
520276,41,2025-05-11,923.56,EUR
520277,24,2025-04-30,1960.49,BRL
520278,6,2025-05-08,2302.05,BRL
520279,16,2025-05-22,686.61,BRL
520280,68,2025-05-19,2764.42,EUR
520281,47,2025-05-13,2668.17,USD
520282,83,2025-05-03,1072.57,BRL
520283,96,2025-05-06,3857.12,BRL
520284,87,2025-05-03,4705.66,EUR
520285,8,2025-05-14,4079.38,BRL
520286,73,2025-05-03,1213.54,USD
520287,32,2025-05-14,4430.83,EUR
520288,69,2025-04-28,3623.68,USD
520289,61,2025-05-12,3040.56,USD
520290,59,2025-05-18,2932.41,EUR
520291,43,2025-05-05,3423.17,EUR
520292,69,2025-05-01,1448.51,EUR
520293,21,2025-05-06,2893.32,BRL
520294,56,2025-04-27,4832.56,USD
520295,29,2025-05-07,262.9,USD
520296,34,2025-05-02,565.13,USD
520297,85,2025-04-27,1133.25,USD
520298,78,2025-05-03,3624.67,EUR
520299,59,2025-05-05,4516.16,EUR
520300,82,2025-05-01,2525.94,USD
520301,96,2025-04-30,546.87,BRL
520302,60,2025-05-09,3847.15,EUR
520303,82,2025-05-19,4984.39,BRL
520304,80,2025-05-12,2762.74,EUR
520305,93,2025-05-16,339.55,BRL
520306,91,2025-05-11,4697.78,BRL
520307,49,2025-05-15,2299.1,USD
520308,3,2025-05-02,2267.47,EUR
520309,78,2025-05-14,1054.68,BRL
520310,99,2025-05-20,133.97,BRL
520311,76,2025-05-13,3369.53,BRL
520312,64,2025-05-01,4050.36,USD
520313,51,2025-04-28,3621.09,USD
520314,89,2025-04-28,1514.08,USD
520315,32,2025-05-06,2861.76,USD
520316,51,2025-05-02,4745.69,EUR
520317,94,2025-05-14,2729.32,USD
520318,72,2025-04-30,2557.36,EUR
520319,30,2025-04-28,453.66,EUR
520320,70,2025-05-19,3945.88,BRL
520321,66,2025-05-01,922.3,EUR
520322,67,2025-05-01,1705.19,BRL
520323,85,2025-04-28,479.14,BRL
520324,10,2025-04-25,2030.74,EUR
520325,31,2025-04-26,2905.2,USD
520326,46,2025-05-20,3424.45,USD
520327,81,2025-04-23,4400.94,USD
520328,94,2025-05-01,4762.27,USD
520329,1,2025-05-07,42.66,EUR
520330,79,2025-05-08,3427.02,EUR
520331,70,2025-05-05,4002.47,BRL
520332,66,2025-04-25,815.41,BRL
520333,2,2025-05-05,1798.94,USD
520334,4,2025-04-26,4993.65,EUR
520335,81,2025-05-23,4549.5,EUR
520336,15,2025-04-30,177.54,USD
520337,17,2025-05-04,4773.87,EUR
520338,70,2025-05-04,4368.73,EUR
520339,58,2025-04-29,953.24,EUR
520340,67,2025-05-06,843.05,BRL
520341,11,2025-04-26,1481.94,BRL
520342,47,2025-05-23,2752.81,EUR
520343,7,2025-05-23,1801.16,EUR
520344,26,2025-05-07,3829.48,EUR
520345,10,2025-04-30,2702.78,USD
520346,70,2025-05-16,2759.27,USD
520347,19,2025-05-17,3425.33,USD
520348,86,2025-04-24,3293.33,USD
520349,65,2025-04-25,1558.44,EUR
520350,32,2025-05-11,1473.58,BRL
520351,54,2025-04-26,3743.26,EUR
520352,55,2025-05-12,1324.6,USD
520353,78,2025-05-14,1623.05,USD
520354,47,2025-05-13,3692.28,USD
520355,37,2025-05-11,1969.3,BRL
520356,30,2025-05-18,723.79,USD
520357,7,2025-05-18,3917.82,EUR
520358,60,2025-05-19,3461.79,EUR
520359,31,2025-05-13,4346.04,USD
520360,20,2025-05-06,4639.82,BRL
520361,19,2025-05-21,4519.88,BRL
520362,34,2025-04-25,1945.16,BRL
520363,66,2025-05-08,4974.22,EUR
520364,0,2025-05-23,1823.99,EUR
520365,57,2025-05-18,3559.17,BRL
520366,62,2025-04-30,4160.1,USD
520367,76,2025-04-25,1405.89,USD
520368,23,2025-05-10,3518.73,USD
520369,44,2025-04-25,198.36,EUR
520370,25,2025-04-24,3813.31,USD
520371,42,2025-05-13,1907.14,EUR
520372,25,2025-04-29,4478.83,USD
520373,74,2025-05-13,1954.2,EUR
520374,22,2025-05-01,2840.76,EUR
520375,68,2025-04-25,810.65,BRL
520376,24,2025-04-28,755.13,EUR
520377,10,2025-05-22,3881.07,EUR
520378,29,2025-05-09,4501.76,EUR
520379,15,2025-05-11,3559.14,BRL
520380,70,2025-04-27,2080.82,EUR
520381,93,2025-04-23,4374.66,USD
520382,25,2025-05-21,104.98,EUR
520383,6,2025-04-23,3421.25,EUR
520384,12,2025-04-28,218.54,EUR
520385,44,2025-04-23,4531.07,BRL
520386,90,2025-04-24,2386.86,EUR
520387,96,2025-04-26,1347.04,EUR
520388,99,2025-05-23,4619.6,BRL
520389,7,2025-05-15,579.53,USD
520390,90,2025-05-11,3626.31,BRL
520391,89,2025-04-27,2511.08,EUR
520392,26,2025-05-21,2879.18,EUR
520393,23,2025-05-23,2688.13,USD
520394,89,2025-05-09,728.13,EUR
520395,0,2025-05-08,2258.05,BRL
520396,31,2025-04-26,3153.44,EUR
520397,17,2025-05-07,2935.35,BRL
520398,85,2025-04-26,4900.75,BRL
520399,86,2025-04-24,92.14,BRL
520400,84,2025-05-03,4065.46,USD
520401,17,2025-05-01,1714.74,USD
520402,99,2025-05-08,3887.56,USD
520403,62,2025-05-17,2802.8,BRL
520404,18,2025-04-30,4482.36,BRL
520405,69,2025-05-18,1464.18,BRL
520406,52,2025-05-11,1916.14,USD
520407,18,2025-05-19,807.77,EUR
520408,27,2025-05-23,1151.5,USD
520409,93,2025-04-25,4932.07,BRL
520410,71,2025-04-24,2505.46,BRL
520411,32,2025-05-02,3057.65,BRL
520412,7,2025-05-13,272.46,BRL
520413,82,2025-05-15,1853.28,BRL
520414,99,2025-05-08,2198.32,BRL
520415,96,2025-05-19,736.12,BRL
520416,28,2025-05-05,2687.93,USD
520417,71,2025-05-23,2417.62,EUR
520418,72,2025-04-30,41.24,USD
520419,13,2025-04-24,4246.43,USD
520420,58,2025-04-29,4824.15,BRL
520421,75,2025-05-13,4100.52,USD
520422,85,2025-05-15,2199.91,EUR
520423,26,2025-05-18,2562.16,EUR
520424,73,2025-05-18,1998.57,BRL
520425,99,2025-04-24,967.24,USD
520426,1,2025-04-26,1012.65,EUR
520427,71,2025-04-27,2284.42,BRL
520428,24,2025-05-14,4448.19,EUR
520429,27,2025-04-29,41.87,BRL
520430,7,2025-04-29,3872.91,USD
520431,49,2025-05-09,2389.28,BRL
520432,33,2025-05-15,1190.99,EUR
