id,cliente_id,data,valor,moeda
560001,94,2025-05-10,1455.74,USD
560002,81,2025-05-15,973.41,BRL
560003,94,2025-04-27,4478.03,USD
560004,25,2025-05-21,3647.34,USD
560005,57,2025-05-11,4661.38,BRL
560006,10,2025-05-05,3966.39,USD
560007,63,2025-05-05,3786.5,BRL
560008,97,2025-05-08,1127.87,USD
560009,76,2025-05-22,3238.21,EUR
560010,44,2025-04-24,977.5,USD
560011,61,2025-05-06,2402.28,BRL
560012,95,2025-04-30,1519.75,EUR
560013,49,2025-05-02,1605.34,BRL
560014,80,2025-04-26,404.14,EUR
560015,3,2025-04-26,3277.91,EUR
560016,69,2025-05-04,620.93,EUR
560017,85,2025-04-29,924.18,USD
560018,28,2025-05-12,527.89,USD
560019,33,2025-05-05,4433.97,BRL
560020,99,2025-05-09,4355.82,EUR
560021,54,2025-04-27,2756.5,USD
560022,53,2025-05-08,3509.62,USD
560023,0,2025-05-10,2927.01,USD
560024,76,2025-05-21,4659.19,EUR
560025,75,2025-05-13,4357.39,BRL
560026,89,2025-05-14,2163.59,EUR
560027,1,2025-05-08,182.07,BRL
560028,57,2025-04-23,89.48,EUR
560029,21,2025-05-18,1661.47,EUR
560030,58,2025-05-15,2375.93,BRL
560031,35,2025-05-03,3687.81,USD
560032,47,2025-04-26,3204.34,USD
560033,19,2025-05-03,718.07,EUR
560034,43,2025-05-12,1865.09,USD
560035,3,2025-05-09,2707.38,USD
560036,46,2025-05-13,1087.58,USD
560037,46,2025-05-22,1920.53,BRL
560038,6,2025-04-28,2208.97,EUR
560039,75,2025-05-02,3699.2,EUR
560040,48,2025-05-17,4200.07,BRL
560041,37,2025-05-22,2160.72,USD
560042,89,2025-04-27,388.81,USD
560043,79,2025-04-27,3127.93,BRL
560044,12,2025-04-27,4809.0,BRL
560045,67,2025-05-08,287.05,USD
560046,15,2025-04-22,2054.33,USD
560047,19,2025-04-30,2742.13,USD
560048,38,2025-04-27,107.6,EUR
560049,27,2025-05-18,1488.6,BRL
560050,94,2025-05-19,197.57,BRL
560051,39,2025-05-02,2409.87,BRL
560052,61,2025-05-22,1905.64,BRL
560053,23,2025-04-23,3121.74,USD
560054,90,2025-04-26,589.6,BRL
560055,34,2025-05-01,2692.39,BRL
560056,2,2025-05-13,2408.54,BRL
560057,31,2025-05-20,3782.61,BRL
560058,44,2025-05-05,4117.19,EUR
560059,55,2025-04-28,438.73,BRL
560060,24,2025-05-12,3752.92,BRL
560061,65,2025-04-24,763.21,EUR
560062,83,2025-05-21,2785.19,EUR
560063,15,2025-05-20,4527.0,EUR
560064,73,2025-05-07,1202.22,BRL
560065,53,2025-05-11,36.14,USD
560066,72,2025-05-14,4341.59,BRL
560067,94,2025-05-22,1082.44,USD
560068,57,2025-05-18,1149.53,USD
560069,36,2025-05-11,2534.97,EUR
560070,54,2025-05-17,14.21,EUR
560071,20,2025-04-25,324.17,BRL
560072,91,2025-05-11,1535.65,BRL
560073,48,2025-05-22,4060.99,EUR
560074,90,2025-05-20,4404.08,EUR
560075,7,2025-05-11,2766.75,BRL
560076,65,2025-05-20,963.99,USD
560077,34,2025-04-26,434.66,BRL
560078,70,2025-05-20,2882.5,BRL
560079,81,2025-05-04,3901.35,EUR
560080,33,2025-05-14,1810.94,USD
560081,56,2025-05-11,1235.08,BRL
560082,8,2025-05-01,676.22,BRL
560083,71,2025-05-14,3719.79,BRL
560084,28,2025-05-11,219.48,BRL
560085,12,2025-05-05,1636.77,EUR
560086,86,2025-05-15,4534.25,EUR
560087,62,2025-05-05,1352.03,EUR
560088,59,2025-04-29,1939.76,EUR
560089,68,2025-05-02,118.34,BRL
560090,42,2025-05-05,375.81,EUR
560091,11,2025-04-29,3984.35,BRL
560092,41,2025-05-09,2403.31,BRL
560093,35,2025-05-21,4894.62,USD
560094,72,2025-05-14,502.72,EUR
560095,33,2025-04-29,2298.5,BRL
560096,95,2025-05-02,4317.25,USD
560097,85,2025-05-12,2297.24,USD
560098,81,2025-04-27,4819.09,USD
560099,97,2025-05-12,2010.83,USD
560100,20,2025-05-12,770.07,USD
560101,55,2025-04-26,1198.75,BRL
560102,89,2025-05-05,3985.49,USD
560103,52,2025-05-20,3769.53,BRL
560104,7,2025-05-13,252.82,USD
560105,52,2025-05-04,2047.56,EUR
560106,89,2025-05-09,510.92,USD
560107,10,2025-05-04,4922.87,USD
560108,73,2025-05-05,3937.13,BRL
560109,72,2025-05-22,331.21,USD
