id,cliente_id,data,valor,moeda
540001,89,2025-04-18,4749.0,BRL
540002,77,2025-03-27,865.04,BRL
540003,74,2025-04-09,4110.31,USD
540004,21,2025-04-13,3544.17,EUR
540005,71,2025-03-28,4457.65,USD
540006,39,2025-04-07,4034.95,EUR
540007,28,2025-03-30,1777.55,BRL
540008,99,2025-04-09,725.47,EUR
540009,72,2025-03-28,4825.34,BRL
540010,53,2025-03-30,1729.33,USD
540011,82,2025-04-07,1623.57,BRL
540012,23,2025-03-31,278.77,BRL
540013,80,2025-03-28,767.25,BRL
540014,59,2025-04-19,4358.34,USD
540015,80,2025-04-04,2360.5,EUR
540016,71,2025-03-27,1262.25,USD
540017,1,2025-04-10,3273.73,EUR
540018,63,2025-03-28,1666.95,BRL
540019,96,2025-04-16,1879.07,EUR
540020,65,2025-04-05,1154.5,BRL
540021,38,2025-04-22,568.53,BRL
540022,50,2025-03-30,2168.78,EUR
540023,96,2025-03-29,3069.7,BRL
540024,33,2025-04-04,393.63,EUR
540025,45,2025-04-03,4183.42,BRL
540026,10,2025-04-11,2225.08,EUR
540027,82,2025-03-26,1759.78,EUR
540028,84,2025-04-03,1156.86,BRL
540029,79,2025-04-17,2253.17,EUR
540030,49,2025-04-14,3244.43,USD
540031,58,2025-03-25,2963.69,EUR
540032,57,2025-04-04,2154.89,BRL
540033,15,2025-04-14,4543.1,EUR
540034,53,2025-04-11,986.87,BRL
540035,37,2025-04-10,4953.94,BRL
540036,53,2025-04-08,4160.06,USD
540037,6,2025-04-16,1630.7,USD
540038,24,2025-03-25,2639.04,EUR
540039,30,2025-04-11,4193.28,EUR
540040,65,2025-04-09,4690.12,EUR
540041,66,2025-04-20,2218.44,BRL
540042,43,2025-03-25,1370.69,USD
540043,27,2025-04-03,1245.94,EUR
540044,36,2025-04-02,2311.87,BRL
540045,41,2025-03-27,3302.93,BRL
540046,52,2025-04-04,4354.96,BRL
540047,24,2025-04-19,4770.59,EUR
540048,12,2025-04-02,4003.62,EUR
540049,34,2025-04-22,2318.59,EUR
540050,9,2025-03-29,4153.69,EUR
540051,22,2025-04-01,3467.11,BRL
540052,18,2025-04-03,371.17,EUR
540053,13,2025-03-29,2644.64,USD
540054,70,2025-04-12,602.27,USD
540055,23,2025-03-27,1396.35,BRL
540056,65,2025-03-31,2189.11,BRL
540057,47,2025-03-31,228.97,EUR
540058,33,2025-04-14,946.44,BRL
540059,44,2025-04-20,1921.77,BRL
540060,16,2025-04-14,4139.34,BRL
540061,80,2025-04-08,2235.87,USD
540062,32,2025-04-21,1995.1,EUR
540063,64,2025-04-11,3682.01,USD
540064,25,2025-04-13,3970.76,BRL
540065,76,2025-03-24,4160.85,EUR
540066,57,2025-04-17,246.17,USD
540067,74,2025-03-31,1467.87,EUR
540068,14,2025-04-15,2000.75,EUR
540069,33,2025-04-03,801.44,EUR
540070,24,2025-04-15,1052.68,EUR
540071,70,2025-04-06,3626.23,BRL
540072,24,2025-04-21,3995.09,USD
540073,11,2025-04-02,4201.67,BRL
540074,86,2025-03-24,838.62,USD
540075,37,2025-04-20,1229.52,BRL
540076,13,2025-03-30,978.27,USD
540077,77,2025-03-23,1140.86,USD
540078,79,2025-04-13,4146.05,EUR
540079,13,2025-03-26,562.1,BRL
