id,cliente_id,data,valor,moeda
520001,89,2025-04-06,2871.92,BRL
520002,16,2025-04-15,4986.23,BRL
520003,32,2025-04-15,77.33,BRL
520004,95,2025-04-01,1889.06,USD
520005,25,2025-04-22,3493.91,USD
520006,1,2025-04-22,1886.12,EUR
520007,38,2025-04-03,1345.09,BRL
520008,80,2025-03-27,1365.32,EUR
520009,57,2025-04-12,3891.12,USD
520010,85,2025-04-01,1937.52,EUR
520011,21,2025-03-27,4276.68,EUR
520012,70,2025-03-31,385.16,BRL
520013,36,2025-04-09,2870.37,EUR
520014,83,2025-03-28,4020.42,USD
520015,6,2025-03-31,405.34,USD
520016,86,2025-04-16,1468.55,EUR
520017,41,2025-04-17,4462.35,USD
520018,29,2025-04-01,3531.9,BRL
520019,78,2025-03-31,4310.5,BRL
520020,30,2025-04-05,4391.53,EUR
520021,60,2025-04-13,2452.85,EUR
520022,51,2025-03-30,2848.15,EUR
520023,81,2025-04-12,978.44,USD
520024,2,2025-04-22,4461.02,USD
520025,1,2025-04-04,2337.75,EUR
520026,82,2025-04-13,3781.24,BRL
520027,81,2025-03-23,1647.06,EUR
520028,3,2025-04-22,4381.73,USD
520029,7,2025-04-10,1050.42,BRL
520030,9,2025-04-11,396.46,USD
520031,57,2025-03-27,551.61,USD
520032,59,2025-03-25,1026.65,USD
520033,45,2025-04-11,218.72,USD
520034,14,2025-04-01,1448.33,BRL
520035,23,2025-03-27,1514.03,BRL
520036,0,2025-04-21,2816.53,EUR
520037,5,2025-04-15,4501.59,USD
520038,64,2025-03-27,3945.6,BRL
520039,76,2025-04-16,1817.24,EUR
520040,93,2025-04-14,3502.3,USD
520041,6,2025-04-02,1995.06,USD
520042,16,2025-04-03,1928.47,USD
520043,49,2025-04-06,3195.92,BRL
520044,11,2025-04-15,3166.16,BRL
520045,12,2025-04-04,719.68,USD
520046,49,2025-04-04,740.18,USD
520047,9,2025-04-21,3194.47,BRL
520048,9,2025-04-18,3225.16,USD
520049,49,2025-04-15,3830.26,BRL
520050,44,2025-04-10,2875.87,EUR
520051,97,2025-04-19,236.35,USD
520052,50,2025-04-17,3209.52,USD
520053,1,2025-03-26,27.17,BRL
520054,71,2025-04-03,3224.95,USD
520055,87,2025-04-08,2787.31,EUR
520056,63,2025-04-02,4894.59,EUR
520057,80,2025-03-31,2237.13,BRL
520058,97,2025-04-18,3034.27,BRL
520059,66,2025-04-04,2149.74,BRL
520060,68,2025-04-04,3766.53,BRL
520061,97,2025-03-26,1629.62,EUR
520062,73,2025-04-09,4775.28,EUR
520063,72,2025-04-13,1288.83,BRL
520064,57,2025-04-08,2548.34,BRL
520065,84,2025-04-17,2238.14,EUR
520066,66,2025-04-07,4783.97,EUR
520067,45,2025-03-25,3675.18,USD
520068,66,2025-04-18,1734.49,USD
520069,58,2025-04-12,865.04,USD
520070,87,2025-04-01,88.57,BRL
520071,48,2025-03-28,996.62,USD
520072,81,2025-04-05,3569.88,USD
520073,56,2025-03-26,3388.43,EUR
520074,42,2025-04-15,3442.44,EUR
520075,13,2025-04-18,4471.57,BRL
520076,35,2025-04-14,382.12,EUR
520077,78,2025-04-10,3812.88,USD
520078,64,2025-04-13,4146.37,USD
520079,2,2025-04-12,3724.35,USD
520080,16,2025-04-18,1911.56,EUR
520081,88,2025-04-04,606.7,USD
520082,50,2025-04-21,3863.67,BRL
520083,47,2025-04-20,1603.44,EUR
520084,0,2025-04-15,3325.97,BRL
520085,14,2025-04-15,1806.92,EUR
520086,83,2025-04-17,1706.18,USD
520087,11,2025-03-24,2416.54,EUR
520088,71,2025-04-15,3414.52,BRL
520089,96,2025-04-21,3083.72,BRL
520090,43,2025-04-04,2568.46,USD
520091,45,2025-04-12,2060.92,BRL
520092,5,2025-03-27,648.65,BRL
520093,94,2025-04-14,2090.27,USD
520094,29,2025-04-06,3057.35,BRL
520095,70,2025-03-25,4966.54,EUR
520096,81,2025-03-30,4159.35,USD
520097,89,2025-04-07,3830.38,USD
520098,68,2025-04-08,1281.73,BRL
520099,91,2025-03-24,3166.03,BRL
520100,94,2025-03-23,1645.0,EUR
520101,3,2025-04-06,512.76,EUR
520102,16,2025-03-30,103.98,USD
520103,8,2025-04-22,3444.96,BRL
520104,96,2025-04-08,606.06,USD
520105,47,2025-03-26,42.36,EUR
520106,62,2025-04-20,212.23,EUR
520107,48,2025-03-28,984.23,EUR
520108,93,2025-04-04,1825.27,USD
520109,51,2025-04-10,1520.82,USD
520110,36,2025-03-23,2757.75,BRL
520111,79,2025-04-07,2118.5,USD
520112,76,2025-04-15,4033.46,BRL
520113,18,2025-03-28,1758.46,USD
520114,73,2025-04-03,385.86,USD
520115,84,2025-03-28,671.1,USD
520116,69,2025-03-31,2105.02,EUR
520117,32,2025-04-22,636.49,BRL
520118,39,2025-04-14,3334.71,EUR
520119,88,2025-03-25,1354.24,USD
520120,85,2025-04-11,734.03,BRL
520121,22,2025-04-12,2396.59,EUR
520122,29,2025-03-25,380.1,BRL
520123,20,2025-04-01,24.68,EUR
520124,51,2025-03-25,998.0,BRL
520125,91,2025-03-23,1777.39,BRL
520126,29,2025-04-13,3154.53,USD
520127,80,2025-04-19,662.35,EUR
520128,16,2025-04-06,3805.65,BRL
520129,56,2025-04-16,1343.85,BRL
520130,71,2025-03-25,4994.52,EUR
520131,82,2025-04-12,1909.3,USD
520132,51,2025-03-29,397.55,USD
520133,98,2025-04-19,3829.4,EUR
520134,5,2025-03-23,3130.17,BRL
520135,33,2025-04-11,4468.33,EUR
520136,17,2025-04-02,2569.42,EUR
520137,63,2025-04-01,4181.82,EUR
520138,2,2025-03-29,2082.59,EUR
520139,67,2025-04-11,2236.29,EUR
520140,39,2025-04-22,373.07,USD
520141,44,2025-04-13,3381.62,BRL
520142,28,2025-04-10,1375.48,EUR
520143,37,2025-04-07,3712.23,BRL
520144,28,2025-04-07,1115.32,EUR
520145,75,2025-04-21,1709.15,USD
520146,75,2025-04-14,4942.79,EUR
520147,3,2025-04-16,2679.97,USD
520148,59,2025-03-26,909.86,USD
520149,56,2025-03-30,3536.11,BRL
520150,30,2025-04-16,1836.08,BRL
520151,81,2025-04-20,2145.59,USD
520152,52,2025-03-25,2554.63,BRL
520153,36,2025-04-06,3263.35,USD
520154,39,2025-04-08,4723.51,USD
520155,43,2025-03-30,774.8,USD
