id,cliente_id,data,valor,moeda
520001,5,2025-04-24,758.85,USD
520002,33,2025-04-26,4433.43,BRL
520003,36,2025-04-23,3960.66,EUR
520004,37,2025-05-18,584.21,EUR
520005,35,2025-05-20,2356.66,EUR
520006,36,2025-05-10,1756.46,USD
520007,95,2025-05-08,1845.52,BRL
520008,91,2025-05-19,1220.07,USD
520009,16,2025-05-02,2028.17,USD
520010,79,2025-05-11,2996.68,EUR
520011,91,2025-05-13,1834.03,EUR
520012,20,2025-05-13,1106.87,EUR
520013,46,2025-05-05,2802.38,USD
520014,95,2025-05-06,3338.28,USD
520015,41,2025-05-20,1132.03,EUR
520016,5,2025-04-30,3071.59,USD
520017,82,2025-05-08,4094.73,BRL
520018,9,2025-05-22,4238.38,USD
520019,51,2025-05-19,4824.73,EUR
520020,69,2025-05-15,3397.23,BRL
520021,24,2025-05-22,4476.96,BRL
520022,55,2025-04-23,4614.67,USD
520023,86,2025-04-22,1996.88,USD
520024,99,2025-04-28,907.23,USD
520025,35,2025-05-13,1865.76,EUR
520026,82,2025-05-03,1989.63,BRL
520027,97,2025-05-18,874.83,BRL
520028,80,2025-05-21,3315.79,BRL
520029,59,2025-05-10,4198.85,EUR
520030,45,2025-05-03,3708.63,BRL
520031,99,2025-05-22,1950.83,BRL
520032,93,2025-04-30,1686.06,USD
520033,17,2025-05-01,3333.55,EUR
520034,97,2025-05-13,3839.38,USD
520035,77,2025-05-09,4361.95,EUR
520036,57,2025-05-07,2665.26,USD
520037,27,2025-04-26,4140.42,BRL
520038,66,2025-05-02,3594.2,EUR
520039,83,2025-04-24,3070.31,BRL
520040,82,2025-05-04,4736.25,USD
520041,79,2025-05-06,2562.52,EUR
520042,70,2025-05-10,2756.64,EUR
520043,38,2025-05-15,2820.4,USD
520044,74,2025-05-01,649.93,USD
520045,32,2025-05-13,4835.08,EUR
520046,67,2025-05-11,899.39,USD
520047,53,2025-05-22,2199.49,EUR
520048,56,2025-04-29,1657.73,USD
520049,54,2025-05-10,517.54,USD
520050,65,2025-05-04,4252.02,USD
520051,41,2025-05-02,83.38,USD
520052,35,2025-05-08,4827.3,BRL
520053,11,2025-04-27,3133.55,BRL
520054,29,2025-05-04,2259.09,EUR
520055,35,2025-04-28,84.02,EUR
520056,33,2025-05-02,4028.21,BRL
520057,73,2025-05-01,888.49,BRL
520058,19,2025-04-30,4182.54,BRL
520059,64,2025-05-07,2619.46,EUR
520060,51,2025-05-09,2528.31,USD
520061,75,2025-05-03,263.14,BRL
520062,74,2025-05-17,441.12,USD
520063,21,2025-04-24,2280.15,USD
520064,32,2025-05-04,3436.92,USD
520065,64,2025-05-05,1118.65,USD
520066,11,2025-04-28,1648.58,BRL
520067,46,2025-04-25,3496.99,USD
520068,4,2025-04-23,322.84,BRL
520069,44,2025-04-23,2546.33,USD
520070,77,2025-05-12,4275.5,USD
520071,25,2025-05-02,2050.72,BRL
520072,88,2025-05-14,2719.07,EUR
520073,75,2025-05-21,4995.9,BRL
520074,94,2025-04-23,1922.34,BRL
520075,98,2025-05-09,2832.89,EUR
520076,84,2025-05-11,2210.57,BRL
520077,39,2025-05-20,2689.79,EUR
520078,69,2025-04-22,3703.58,BRL
520079,33,2025-05-11,4609.42,USD
520080,82,2025-05-01,3831.7,BRL
520081,63,2025-05-04,704.78,BRL
520082,41,2025-04-24,4063.46,BRL
520083,9,2025-04-30,4221.32,BRL
520084,43,2025-04-27,1593.58,BRL
520085,75,2025-04-24,4568.72,USD
520086,73,2025-04-29,3144.8,EUR
520087,12,2025-05-10,2563.84,EUR
520088,83,2025-04-24,4481.63,BRL
520089,13,2025-05-21,165.43,EUR
520090,27,2025-05-12,371.75,BRL
520091,95,2025-04-28,4722.95,BRL
520092,10,2025-04-29,4653.06,EUR
520093,42,2025-04-29,2601.0,USD
520094,85,2025-05-19,2596.26,USD
520095,41,2025-04-24,2305.68,USD
520096,46,2025-05-08,1048.43,USD
520097,42,2025-04-23,4719.05,BRL
520098,57,2025-05-03,3735.68,BRL
520099,97,2025-04-27,518.64,EUR
520100,68,2025-05-06,2919.69,USD
520101,74,2025-04-24,3589.32,EUR
520102,49,2025-04-27,4501.95,EUR
520103,9,2025-05-15,3083.11,USD
520104,24,2025-05-03,4052.36,BRL
520105,50,2025-04-24,4400.43,BRL
520106,9,2025-05-21,1590.32,BRL
520107,86,2025-05-12,3351.63,USD
520108,13,2025-04-30,1263.93,BRL
520109,89,2025-04-26,2639.97,BRL
520110,37,2025-05-14,2520.99,EUR
520111,82,2025-05-14,2062.65,USD
520112,85,2025-04-25,1188.76,BRL
520113,15,2025-04-27,1105.89,BRL
520114,77,2025-05-12,368.53,BRL
520115,1,2025-04-25,726.99,EUR
520116,82,2025-05-04,1186.65,EUR
520117,63,2025-05-19,3128.52,BRL
520118,81,2025-05-19,3121.66,USD
520119,40,2025-05-19,218.13,USD
520120,66,2025-04-22,3804.39,USD
520121,6,2025-04-26,2437.36,EUR
520122,53,2025-05-03,1799.78,BRL
520123,99,2025-04-28,299.07,USD
520124,76,2025-05-14,4379.37,EUR
520125,12,2025-04-23,1498.94,BRL
520126,40,2025-04-22,1066.65,BRL
