id,cliente_id,data,valor,moeda
540001,2,2025-03-28,2657.68,USD
540002,14,2025-03-23,866.43,BRL
540003,0,2025-04-21,4818.05,BRL
540004,63,2025-03-28,216.28,EUR
540005,81,2025-04-03,3014.7,USD
540006,26,2025-04-16,3903.89,USD
540007,79,2025-04-13,4907.97,USD
540008,81,2025-03-30,4987.72,BRL
540009,41,2025-04-05,2880.0,USD
540010,42,2025-03-31,3473.64,BRL
540011,2,2025-03-27,4226.27,USD
540012,70,2025-04-13,1083.83,BRL
540013,44,2025-04-05,74.54,USD
540014,6,2025-03-30,1971.61,USD
540015,61,2025-03-29,3919.08,USD
540016,54,2025-04-10,2809.32,EUR
540017,89,2025-04-15,2876.9,USD
540018,93,2025-04-10,2332.46,EUR
540019,36,2025-04-03,3610.43,EUR
540020,67,2025-04-01,4254.33,USD
540021,55,2025-04-06,4136.2,BRL
540022,23,2025-04-03,3703.21,EUR
540023,87,2025-04-10,3426.21,BRL
540024,6,2025-04-19,3089.28,USD
540025,0,2025-03-24,3068.38,USD
540026,6,2025-04-05,2835.35,USD
540027,7,2025-03-27,1966.3,BRL
540028,69,2025-04-21,1030.53,EUR
540029,92,2025-04-21,2915.76,EUR
540030,13,2025-04-07,209.5,BRL
540031,53,2025-03-26,1253.82,USD
540032,70,2025-04-06,1126.81,EUR
540033,41,2025-04-21,4050.15,USD
540034,56,2025-03-29,4764.07,USD
540035,68,2025-04-07,2012.11,EUR
540036,64,2025-03-26,1464.24,USD
540037,74,2025-04-13,2214.96,USD
540038,95,2025-04-04,958.86,BRL
540039,1,2025-03-24,1866.41,EUR
540040,66,2025-03-24,679.43,BRL
540041,68,2025-04-15,3607.55,EUR
540042,53,2025-03-23,3759.6,EUR
540043,70,2025-04-02,4541.62,BRL
540044,13,2025-04-22,1632.16,USD
540045,84,2025-03-27,4617.45,USD
540046,42,2025-04-13,1920.72,EUR
540047,30,2025-04-08,2055.32,EUR
540048,51,2025-04-15,4694.89,BRL
540049,91,2025-04-11,282.58,BRL
540050,11,2025-04-04,2634.31,BRL
540051,68,2025-04-22,2855.71,USD
540052,73,2025-04-22,1430.71,BRL
540053,69,2025-03-29,1110.82,EUR
540054,85,2025-03-27,1598.08,USD
540055,1,2025-04-05,1567.66,USD
540056,66,2025-04-16,3189.74,USD
540057,68,2025-04-01,706.06,USD
540058,53,2025-03-23,45.33,BRL
540059,63,2025-03-28,2867.54,EUR
540060,25,2025-04-10,2661.2,BRL
540061,40,2025-04-02,1560.07,EUR
540062,5,2025-04-15,4956.43,BRL
540063,13,2025-03-24,3990.44,USD
540064,82,2025-04-21,4661.08,BRL
540065,69,2025-04-21,2549.52,BRL
540066,94,2025-04-13,4576.17,EUR
540067,12,2025-03-25,3604.19,EUR
