id,cliente_id,data,valor,moeda
560001,72,2025-04-21,399.28,BRL
560002,18,2025-03-29,1755.82,USD
560003,16,2025-04-10,4008.26,BRL
560004,53,2025-04-10,4769.88,BRL
560005,30,2025-03-26,2925.25,BRL
560006,71,2025-04-17,885.27,EUR
560007,86,2025-03-31,3576.23,USD
560008,94,2025-03-30,4511.58,BRL
560009,0,2025-04-13,3209.13,BRL
560010,52,2025-04-22,3730.08,EUR
560011,50,2025-03-26,419.98,USD
560012,37,2025-04-17,2815.49,USD
560013,2,2025-03-24,1541.58,BRL
560014,31,2025-03-30,4369.79,EUR
560015,48,2025-04-15,2261.12,USD
560016,69,2025-04-05,333.7,USD
560017,88,2025-04-17,1933.81,EUR
560018,10,2025-03-27,653.95,USD
560019,69,2025-03-29,3833.84,USD
560020,85,2025-04-07,1048.98,BRL
560021,84,2025-04-19,3896.11,BRL
560022,23,2025-03-30,2334.31,USD
560023,76,2025-04-02,2084.85,USD
560024,0,2025-04-05,3160.64,EUR
560025,55,2025-03-26,2092.48,EUR
560026,24,2025-04-21,4456.39,BRL
560027,15,2025-04-15,533.0,USD
560028,69,2025-04-02,4933.88,BRL
560029,66,2025-04-09,1405.31,BRL
560030,25,2025-04-04,2223.94,EUR
560031,35,2025-04-19,3092.22,EUR
560032,46,2025-04-11,2338.99,BRL
560033,61,2025-04-03,2321.91,BRL
560034,51,2025-04-04,1628.45,USD
560035,35,2025-03-31,619.21,USD
560036,92,2025-04-05,3686.4,USD
560037,19,2025-03-29,4135.95,USD
560038,79,2025-04-04,3124.56,EUR
560039,99,2025-04-07,242.24,USD
560040,74,2025-04-07,2841.15,EUR
560041,41,2025-04-05,3148.39,EUR
560042,7,2025-04-16,280.98,USD
560043,64,2025-04-16,3946.49,EUR
560044,67,2025-04-19,159.97,BRL
560045,21,2025-03-31,3931.37,BRL
560046,23,2025-03-30,2676.24,USD
560047,16,2025-04-02,1922.93,USD
560048,10,2025-03-27,87.51,USD
560049,22,2025-04-07,4841.93,EUR
560050,72,2025-04-15,2920.88,EUR
560051,83,2025-04-21,2462.67,USD
560052,94,2025-03-31,1489.0,USD
560053,21,2025-04-19,3957.97,EUR
560054,70,2025-04-11,1258.01,USD
560055,88,2025-04-15,4485.68,EUR
560056,4,2025-04-18,3567.85,EUR
560057,96,2025-04-16,126.11,EUR
560058,10,2025-04-19,1385.18,BRL
560059,53,2025-04-07,1008.47,BRL
560060,45,2025-04-02,1272.38,BRL
560061,95,2025-04-03,4225.72,EUR
560062,42,2025-04-17,732.75,EUR
560063,57,2025-04-17,489.58,BRL
560064,92,2025-03-31,4148.17,EUR
560065,44,2025-04-21,88.91,USD
560066,2,2025-04-21,229.24,BRL
560067,46,2025-03-29,2983.53,EUR
560068,1,2025-04-08,3006.09,BRL
560069,32,2025-04-21,4806.24,USD
560070,75,2025-03-24,872.91,USD
560071,56,2025-03-28,3624.58,USD
560072,41,2025-04-05,1498.55,BRL
560073,49,2025-03-31,3763.58,EUR
560074,5,2025-03-30,2237.42,USD
560075,85,2025-03-27,1645.03,EUR
560076,12,2025-04-08,281.38,USD
560077,71,2025-03-27,4152.6,BRL
560078,47,2025-04-06,1221.65,EUR
560079,41,2025-03-30,4919.72,USD
560080,87,2025-04-19,1600.85,EUR
560081,81,2025-04-08,987.36,BRL
560082,1,2025-04-19,4332.64,BRL
560083,5,2025-04-17,3251.75,BRL
560084,70,2025-03-29,1140.88,BRL
560085,29,2025-04-19,2015.44,USD
560086,93,2025-03-23,639.69,USD
560087,89,2025-04-21,636.31,EUR
560088,65,2025-03-23,1183.4,EUR
560089,14,2025-04-08,3441.44,EUR
560090,72,2025-03-28,858.61,BRL
560091,21,2025-03-25,614.64,USD
560092,17,2025-04-07,4869.99,USD
560093,49,2025-04-03,52.2,BRL
560094,35,2025-04-17,2896.3,EUR
560095,19,2025-03-28,707.87,BRL
560096,39,2025-04-13,2574.54,BRL
