id,cliente_id,data,valor,moeda
520001,16,2025-04-21,3495.64,EUR
520002,4,2025-03-28,3081.01,BRL
520003,80,2025-04-13,4494.3,BRL
520004,37,2025-04-10,1026.77,EUR
520005,76,2025-04-04,4038.33,EUR
520006,5,2025-04-14,3867.91,USD
520007,97,2025-03-28,2485.0,USD
520008,77,2025-04-14,1077.25,BRL
520009,72,2025-04-03,3019.6,USD
520010,49,2025-04-01,4531.0,USD
520011,59,2025-04-22,63.84,EUR
520012,42,2025-04-20,3985.74,BRL
520013,55,2025-04-14,3690.9,BRL
520014,53,2025-03-30,723.17,EUR
520015,15,2025-03-29,515.78,BRL
520016,7,2025-04-03,30.28,EUR
520017,62,2025-03-24,594.92,EUR
520018,69,2025-04-06,4372.25,BRL
520019,76,2025-04-04,3481.25,BRL
520020,30,2025-03-29,21.11,EUR
520021,2,2025-03-24,2134.04,BRL
520022,18,2025-04-18,2463.52,EUR
520023,5,2025-04-07,4209.99,BRL
520024,29,2025-04-22,2402.88,USD
520025,14,2025-03-24,789.01,BRL
520026,56,2025-04-17,4973.44,BRL
520027,45,2025-04-18,4862.31,EUR
520028,13,2025-04-09,4691.99,USD
520029,50,2025-04-02,1171.87,EUR
520030,77,2025-04-10,2931.39,USD
520031,8,2025-04-02,3115.85,USD
520032,51,2025-04-03,4726.6,EUR
520033,84,2025-04-13,4897.53,EUR
520034,90,2025-04-03,2889.38,EUR
520035,29,2025-03-29,338.77,BRL
520036,57,2025-04-07,4598.01,USD
520037,83,2025-04-15,3660.91,EUR
520038,13,2025-03-27,1324.08,USD
520039,9,2025-04-10,1743.99,EUR
520040,93,2025-04-01,4120.17,BRL
520041,51,2025-04-05,3956.73,USD
520042,44,2025-04-09,4774.52,BRL
520043,69,2025-04-04,4545.02,USD
520044,72,2025-04-12,4404.21,USD
520045,72,2025-03-29,944.4,BRL
520046,32,2025-04-15,3071.5,EUR
520047,80,2025-04-18,541.27,BRL
520048,98,2025-03-23,2578.65,BRL
520049,96,2025-03-30,340.11,EUR
520050,24,2025-03-25,4994.68,BRL
520051,19,2025-04-07,4790.18,EUR
520052,23,2025-03-25,2012.04,EUR
520053,60,2025-04-07,4301.4,USD
520054,53,2025-04-17,624.76,EUR
520055,41,2025-04-05,3092.48,BRL
520056,68,2025-03-23,3997.66,USD
520057,48,2025-04-08,4190.94,BRL
520058,29,2025-04-03,4885.21,EUR
520059,54,2025-03-31,1980.25,BRL
520060,93,2025-04-06,3577.51,BRL
520061,71,2025-04-08,1095.66,BRL
520062,61,2025-04-18,2104.85,EUR
520063,91,2025-03-24,4485.04,EUR
520064,56,2025-04-20,3295.81,BRL
520065,75,2025-04-21,59.93,USD
520066,72,2025-04-05,484.81,USD
520067,10,2025-04-16,3384.84,BRL
520068,69,2025-03-24,1098.22,BRL
520069,28,2025-04-12,4246.42,USD
520070,35,2025-04-21,1427.1,BRL
520071,34,2025-03-29,2769.17,USD
520072,80,2025-04-18,1300.24,EUR
520073,4,2025-03-27,3901.44,BRL
520074,72,2025-03-29,139.03,EUR
520075,86,2025-03-30,3505.23,EUR
520076,89,2025-04-05,2317.51,USD
520077,42,2025-04-03,2527.5,USD
520078,90,2025-03-26,542.37,USD
520079,4,2025-04-04,1424.38,USD
520080,10,2025-04-09,1511.99,USD
520081,98,2025-03-26,1385.48,BRL
520082,42,2025-03-25,151.02,BRL
520083,25,2025-04-21,3250.92,EUR
520084,83,2025-04-04,3966.83,USD
520085,3,2025-04-08,1641.71,USD
520086,59,2025-04-09,1458.19,EUR
520087,1,2025-04-11,3463.37,BRL
520088,41,2025-04-11,4382.23,EUR
520089,43,2025-03-23,3030.09,EUR
